code,term
PJ0..,(Down's trisom 21) or (mongol) or (trisom 21) or (trisom 22)
PJ00.,Trisomy 21- meiotic nondisjunction
PJ01.,Trisomy 21- mitotic nondisjunction mosaicism
X78Ek,Down's syndrome NOS
X78El,Partial trisomy 21 in Down's syndrome
XE1MZ,Down's syndrome
